,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
1213,"""Give me a break!! ==

You guys are suck f*cking nerds. Who gives a damn if Harry is a """"villian"""" or not. Why don't you invest as much time in solving real world problems as you do bickering over a freakin movie. I mean come on, it's a FREAKIN MOVIE!!! Grow up and get a life. Do what normal people do: buy a ticket, watch the movie, forget about life for a couple hours, then go home and refocus. Spider man is make-believe folks. Some of you computer huggers need to remember that.  

Bignole, I have every right to post a comment here. Do not wipe my comments off. I'll continue to add them again. And don't be a hypocrite: 50 other people have been using this as a forum and posting their opinions. Did you threaten them too?  

Way to go RR2, keep standing up for freedom of speech!  

Thanks RR3! I will continue to speak my mind, and stand up against censorship everywhere. Glad your on my side!  

It's obvious we're in a war here, RR2. I've got your back. The re-edits will continue, I PROMISE YOU ALL!  

F*ck you Bignole, you communist bastard! Free speech rules!!!  

== """,0,1,0,0,0,0
62,"::::Yeah, 5 million, damn it!! My mom would be angry if I came to her concert, lol.",1,0,0,0,0,0
2053,"""

 Vandalize?! 

I would have ignored your message normally (and by ignore I mean let you live), but why on earth would you call my edit """"vandalize"""" while it obviously was not? I merely added a category that I thought was appropriate with absolutely no intent to """"vandalize"""". You could've said it was something you don't agree with, or even something that most people who edit here don't agree with. You could've directed your """"warning"""" at my (very real) threat. Like """"the next time you threaten someone"""". Call me what you want, but I'm not a petty """"vandalizer"""". I usually feel lazy to cross international lines to do just one thing, but I'm glad to tell you that you've signed your own death warrant and as long as you and the guy who reverted it are in the same country, both of you can look forward to a painful death very shortly.   """,0,0,0,1,0,0
3475,Why is the main picture of his ass you fucking cock loving geeky homosexuals,0,0,0,0,0,1
498,"== ??/ == 

 y taking off clothes....feeling hot..stupid bitch. 
 your father here...",1,0,0,0,0,0
3491,homo with a raging temptation for dick,0,0,0,0,0,1
3136,word that says i hate our guts and get away from me bitch,0,0,0,0,1,0
646,"yum 

ur cock is yummy lol",1,0,0,0,0,0
2951,"hey wiki nerd  

u suck man i dont like your nasty coments punk ill beat ur guts from the back. signed lover boy. ps i love butt sex and we can have  butt sex ill  bring the ky gelly",0,0,0,0,1,0
955,"""You know, I was thinking...

Nobody really attacked me before I revealed my age here.  After I announced that I was 14, I was subject to a constant storm of harassment and abuse.

The same thing goes for when I was on The Sandbox when I was 11.  Before people knew my age, they didn't care.  After I told them my age, they hated me.

It's just so amusing how the idiot Soapboxers think of teenagers as being responsible for the """"decline"""" of The Soapbox (like it was ever any good to begin with).  This is funny, because the adults are the dumbest people here.  Mauricio, Chuppah, Redneckgirl, Pinky, Scooby, GG, ForeverLostTinkerbell, greenrabbit, StarRocketsInFlight, Bree-Robinson, enigma-72, CocaineNightmares, TokyoDome, Chad_Ocho-Cinco, Steve Lake...

...all adults.

The teenage posters here are typically the smartest ones.  Let's see... G-Dawg, Head_Banging_Brunette, ClassicAge, Metropolis (even though he's a bipolar weirdo), ChrisScript, just to name a few.

All I ever see adults posting is """"rate my poo!!1!"""", """"my ballz smell funny"""", """"whoz hawter: me or ur mom???//?/?"""", """"i like to rape little girls"""", and """"HEY GUYZ LOOK AT ME IM AN ATTENTION WHORE!!!!11!!1!""""  The adult posters here are immature, moronic, savage bullies with the mental capacity of a retarded 4-year-old.

Whereas, most of the teenagers here are thoughtful, intelligent, mature, and often profound.  But they're subject to constant schoolyard bullying by the idiot adult posters who think they're somehow superior because they were born (and dropped on their head) earlier.

Soapbox logic never fails to amuse me...
""",0,1,0,0,0,0
152,"kiss my ass jehochman - i have many ip's, have fun!!!!!",1,0,0,0,0,0
2445,"orders

Dreamjerk has no right to order anyone to do anything. He is one of the more hated 
members of Wikipedia. Opponents just go on and do what you need to do.

Daggers in back of Jack the Ripper, lubed by butter, falling on Rhobite.

You wanna play, we can play.

Butterknife.

+++++++++++++++++**********************************",0,0,0,1,0,0
958,"Che was a fucking bastard piece of shit==

The day that motherfucker was shot like the dog he was was a glorious motherfucking day for the rest of Latin America. If you have a problem with this statement, lets meet in person. Murderers and antiheros deserve no accolades. Not even from brainless, hypocritical Marxist pigs.

==",0,1,0,0,0,0
95,This site is rubbish and is possibly slanderous. I hope they get sued and closed down,1,0,0,0,0,0
1723,Very well bitch. I will be back later.,0,0,1,0,0,0
1929,stupid dumb shit goddamn mother fucker,0,0,1,0,0,0
1714,Rape|raped]] in the butt,0,0,1,0,0,0
1891,"It turns out the song is actually called Scheiβe (the german translation of the english word, shit), can we add this to confirmed tracks, using this as our source, it came directly from the artist?",0,0,1,0,0,0
481,"== SUCK IT ASSHOLE FROGGY BITCH == 
   MOTHERFUCKER",1,0,1,0,0,0
1549,"Why do you suck so much cock? 

I'd like to know.  The answer is probably just that you're a flaming homo.",0,0,1,0,0,0
717,ANN COULTER IS A NO GOOD FUCKING CUNT AND SHE IS GOING TO HELL ALONMG SIDE WITH THE FUCK HEAD GEORGE W. BUSH!!! THE THE GOP!!! THE RIGHT = RICH OLD ASS WHO HATE THE POOR PEOPLE AND WANT MORE!!!,0,1,0,0,0,0
3028,"You are a homo, 

a big homo.",0,0,0,0,1,0
400,"hey crack monkey 

hey ill vadalize wat i want so shut up u nobody loser. get a life ur nineteen and u fricken sit on wikipedia allday c'mon u loser! wow atleast u could sit on a porch all day. faag",1,0,0,0,0,0
3556,"re: what if im gay 

fuck you fag i expect this vandalism from a faggot youre probably a nigger too i bet you love it when a dozen black dicks are pounding your asshole and you have aids i bet you love it these are the type of people that vandalyse wikipedia",0,0,0,0,0,1
795,"This is serious 

Leave wikipedia at once. You are not wanted here. You never were. Get the fuck off this site. I am deadly serious. Get the FUCK off this site at once, you have no business here.",0,1,1,0,1,0
3023,":Hey! Truth be told I'm a mysandric, PMSing f**king bitch with a snarling caffeine addiction but thanks for the kind words anyway, I can dream. Looky! Someone says I'm upbeat! )",0,0,0,0,1,0
1032,"Pedro is a fucking dumbass.  Probably just was bullied as a kid & now, as an admin, tries to get back by being an asshole & blocking ppl for no reaseon.  What a deluded fag.",0,1,0,0,0,0
2594,"""Just face the truth: you can't escape it!==
User:Arilang1234 didn't edit your foul, slimy racist template, you loser. I suggest that YOU stop pretending that Manchus are ethnically Chinese. How about YOU face the undeniable truth?

And how about YOU stop making false accusations about other users?   

Following the blocking of the above user, I am very surprised that you haven't been blocked from editing Wikipedia as well given that your Manchu ethnicity template itself (as created by you) is also a blatant violation of Wikipedia policy. 96.9.180.213  

Barnstar
  The Monkey's Barnstar For pushing forward fringe views on Wikipedia, especially your foul, slimy, racist view that Manchus are ethnically Chinese. You have proven yourself to be more barbaric than this monkey. Here's a banana.

Congratulations for acting like a monkey!
Wow, so you have managed to earn The Monkey's Barnstar. You must be highly barbaric then. 209.162.35.64  

Stop making false accusations
Congratulations for calling User 77.182.67.105 the """"h word"""". Well I have news for you: User 77.182.67.105 is not ethnically Chinese. So just face the truth and stop name-calling, you racist Manchu! Otherwise, I will get my meatpuppets to stop you in your tracks!   

==""",0,0,0,0,1,0
1780,"Dreadstar, LittleMountain5, and some jerk on the Internet are cocksucking assholes.",0,0,1,0,0,0
2465,"How about I cut off your ballz and send them to your girlfriend? 

I'm sure she'll like that.P.S.: Wait, do you even have a girlfriend?? Nevermind, I'll send them to your boyfriend.",0,0,0,1,0,0
2338,"Youre a sock puppet you are! 

you are! im going to track you down, and when i track you down, your going to drown, in your own sins. You are going to hell! I want to hell you! This is probably that pollypocket kid righting this by the way! yeah! so block the witch!",0,0,0,1,0,0
1561,She is a woman in a mans body. Rumour has it she was born with a dick,0,0,1,0,0,0
3654,fak u nigga. wats da matta no chiken 2day? fuk u,0,0,0,0,0,1
1158,burn in hell motherfucker,0,1,0,1,0,0
3390,"""

 Veritas (that's latin for truth boys and girls) 

Before the next one of you redneck fuckwits 'corrects' my inclusion of fair and informative photographs (most of which were taken by members of the US Military, all of which have endlessly appeared in international news media, and none of which anyone is claiming to be fake - correct me if i'm wrong on this-), answer me the following:

If the wings sheared off on impact, where are they in the photographs? 
(and if anybody starts talking about airliner 'vaporisation' on here, then wikipedia is already worthless and I am wasting my time. its like a film trailer: """"From the people who brought you the magic bullet and WMDs, comes a story beyond all rationality."""")

If the plane hit the ground before impact, why is the lawn unmarked?

A 757 impact is either:
(a) strong enough to bring down a steel reinforced world trade centre
or:
(b) not even strong enough to create more than a 9 metre hole in three concrete sections of the pentagon.
 (i'll give you a clue, both these things cannot be true)

But go on, dismiss me as a nutcase, censor me in the name of free speech, live in your safe little world, and bomb iran for more oil. the first thing hitler did when he gained power was firebomb the riechstag and blame it on the jews. you fucking morons.""",0,0,0,0,0,1
3306,Your cause is nonsense.  You are a Mossad terrorist.,0,0,0,0,0,1
3623,"if 

IF YOU HAD ANY GUTS YOU'D BAN ME RIGHT NOW

FAGGOT",0,0,0,0,0,1
3613,"Go worship your jewish god, sub-human.",0,0,0,0,0,1
3308,"hea woh nigga we nigga  
 tributions",0,0,0,0,0,1
2892,"""

Is this how Wikipedia treats contributors? 

http://en.wikipedia.org/w/index.php?title=User_talk:166.82.205.115&diff;=537122923&oldid;=537087991

""""Hello, """"Erik,"""" or whatever your name is. Now, if you are done whining like a little bitch, please either kindly contribute to the encylopedia at hand, or GTFO. What do you think this is, Twitter? Oh, and the next time you are hanging around that cult-like website you control, can you do me a favor and tell that """"Kohai"""" to go fuck herself? Same goes for KCO and CorriJean and the rest of that gang of patzer trolls you have sucking your dick. Welcome to Wikipedia, Brah! OGBranniff (talk) """"

Wikipedia needs to start setting some guidelines and enforcing them. This behavior is unacceptable and explains why Wikipedia is continuing to decline.""",0,0,0,0,1,0
3479,"Cunt 

You're a fucking cunt, and you're obviously jewish like all the rest.",0,0,0,0,0,1
3678,"200.68.127.154 wrote (21:56 - 22:04, 22 February 2006):

WHY YOU PROTECTED THAT PAGE?????

    FUCK YOU YOU ARE A FUCKING IDIOT YOU WROTE THAT STUPID COMMENT YOU KNOW NOTHING!!!!!!!!!!!!

        YOU CAN'T PROTECT THAT PAGE FOREVER THE U.S. AND ARGENTINA SUCKS

http://en.wikipedia.org/w/index.php?title=User_talk:Vsmith&oldid;=40766456

VSMITH AND ONEEUROPEANHEART AND PABLOFLORES ARE ALL FUKCING IDIOTS!!!!!!
http://en.wikipedia.org/w/index.php?title=Talk:Huemul_Project&oldid;=40766701
VSMITH AND ONEEUROPEANHEART AND PABLOFLORES ARE ALL FUKCING IDIOTS!!!!!!
http://en.wikipedia.org/w/index.php?title=Talk:Comisi%C3%B3n_Nacional_de_Energ%C3%ADa_At%C3%B3mica&oldid;=40766655
VSMITH AND ONEEUROPEANHEART AND PABLOFLORES ARE ALL FUKCING IDIOTS!!!!!!
http://en.wikipedia.org/w/index.php?title=Instituto_Balseiro&oldid;=40766799

etc.",0,0,0,0,0,1
1447,==dude you are all bitches. you sit there and police some gay website that can't isn't even viable information because of people like you guys. thanks for making the world a better place. Conche tu madre,0,0,1,0,0,0
1692,"Japanese Bastard 

Fuck off you evil race.",0,0,1,0,0,1
2325,u motherfukkin bitch i want to rape you smelly whore stop fucking blocking my account or ill get my nigga homies to came and kidnap and rape you and your family,0,0,0,1,0,0
415,"And as fully expected, yet another abusive admin gets away with abusing their tools.",1,0,0,0,0,0
599,hey you dumb bitch if i cant spell saturn girl well then why does the link lead to her page so fuck you and i can improve it and i will allow others ot improve it so get a fuckign life instead of thinkign your doing somethign good when youve never done anythign good ok your spellign sucks just as bad as the next o you wouldnt waste so much time on micrsoft trying to fix your so its your fuckign fault instead of being a man and asign you say my spellign is as bad your your piece of shit gradnman so fuck you and ill fix it up forever,1,0,1,0,0,0
3039,":::Voting is stupid - which is why democracy is stupid - and wikipedia should not be ruined by voting, that's all I'm saying.",0,0,0,0,1,0
98,"HEY ASSHOLE

why did you delete the new picture of John McCain? Do  you hate america? It was flattering as fuck. DID YOU NOT look at his eyes? GROW A PAIR and be emotinoal for a moment. 

SEND

oh wait i press 'save page' i guess huh? okay.

why dont you TELL ME mister WIKI PEDIA MASTER

get a life. and dont be so rude next time.",1,0,0,0,0,0
2696,"==Your edits== 
 Even as a 12-year-old with a developing brain you should be starting to get the message that you are a bloody nuisance and not even slightly funny, and even your spotty little mates will be thinking you are really dumb!! Regards",0,0,0,0,1,0
1571,the definition of a fuckin nigger is really eric wu a lying sack of shit pussy nigger,0,0,1,0,0,0
1507,::::*Tarc is both a complete jerk and a very valuable Wikipedian. I love hating him.,0,0,1,0,0,0
3433,: Homosexuality is depraved.,0,0,0,0,0,1
2273,"== I hate pot smokers. == 

 I wish they were all shot to death. Pot smokers are profoundly stupid because they enjoy harming themselves with that toxic plant. If I had a gun, I would shoot every fucking stoner in the fucking head. All stoners must die.",0,0,0,1,0,0
776,"n ig ger nig ger 

Hi n i g g e r",0,1,0,0,0,1
2673,"Okay really nigga why does everything have to be your way it's not just lebron james it kobe bryant, kevin durant, kyrie irving, rajon rondo , paul pierce, chris paul etc, and its skylar diggins maya moore candace parker so what makes it any different blocking me cause nothing done your way it's so stupid i just cant deal with people like you wanting everything their way.",0,0,0,0,1,0
